"version" "tiempo" "transaccion" "porcentaje"
"1" "B" 61.0232912943152 0 16.5003975571168
"2" "B" 71.8008112328586 0 30.7044321262167
"3" "B" 99.2795351778036 1 27.4180764327513
"4" "B" 61.6602320779626 0 12.8905414068555
"5" "B" 75.6079778141101 0 19.8373245180716
"6" "B" 75.8123098380187 0 18.5957094360586
"7" "B" 76.4095665907476 0 25.2199871396311
"8" "B" 19.1980560722149 0 2.29768792608558
"9" "B" 110.256599523581 0 28.0277107748619
"10" "B" 64.4854761438852 0 9.53057647325913
"11" "B" 48.9916016387672 0 9.07769020765281
"12" "B" 38.9637948630596 0 9.54210589366072
"13" "B" 66.5876676466476 0 14.528045204098
"14" "B" 50.5352621911314 0 16.3478490888666
"15" "B" 31.6355316007744 0 11.9261286272877
"16" "B" 88.2738270022676 0 22.0149019489495
"17" "B" 47.8938671049037 0 12.0733426369981
"18" "B" 66.7580171615874 1 22.4748595440991
"19" "B" 54.0190741316018 0 13.2603014123618
"20" "B" 44.5631346991763 0 13.5917078084527
"21" "B" 120.653740435504 0 37.2210010740651
"22" "B" 98.3771678453257 1 31.6968558287569
"23" "B" 39.1860945250418 0 12.1468570148426
"24" "B" 72.4293814234618 0 14.4646342042413
"25" "B" 115.585800464414 0 40.4534911158431
"26" "B" 66.0661776362775 0 10.160586553487
"27" "B" 71.6823505226674 0 30.176832906163
"28" "B" 77.9751832389059 0 19.4586280198701
"29" "B" 41.4453317604427 0 6.83298024359965
"30" "B" 91.3544364173057 0 29.2734882352489
