"version" "tiempo" "transaccion" "porcentaje"
"1" "A" 41.9948701003996 0 6.95225533906211
"2" "A" 108.988599488047 0 12.0520670360204
"3" "A" 48.2139164972331 0 16.4809503316783
"4" "A" 33.5104598655462 0 0.768657140316071
"5" "A" 65.9149313269334 0 13.8366442468066
"6" "A" 23.8267782376962 0 3.57267267807038
"7" "A" 88.9940316225345 0 20.4254582868349
"8" "A" 37.1026247771396 0 6.71179019324159
"9" "A" 52.7569251243423 0 16.8984934473639
"10" "A" 45.6393593564568 0 7.96770225949327
"11" "A" 79.3827668346972 0 14.8290016717194
"12" "A" 34.6067287795106 0 9.10094708175597
"13" "A" 46.1360116067831 0 8.8624629724757
"14" "A" 32.7033704926542 0 7.22504629537881
"15" "A" 51.0819782023603 0 9.18028570048919
"16" "A" 28.0463617888056 0 7.13031448651466
"17" "A" 16.4537031257574 0 4.12670458170489
"18" "A" 75.6859197881269 0 20.3965399054464
"19" "A" 64.2869665080452 0 23.2217067806085
"20" "A" 53.4249890822403 0 12.269607862353
"21" "A" 55.2789638400552 0 10.8345770379647
"22" "A" 69.9446750625948 0 15.8872921246973
"23" "A" 143.958994020532 0 32.9076324340737
"24" "A" 121.115705435391 0 40.700506590944
"25" "A" 123.930700012337 0 31.6048928824937
"26" "A" 107.324386657998 0 43.8733305541773
"27" "A" 41.1058538975391 0 8.27588353101375
"28" "A" 31.0204900777941 0 6.61653438532444
"29" "A" 108.541919485887 0 14.5057608177181
"30" "A" 47.4444914380782 0 6.37104355818745
"31" "B" 133.753746442716 0 37.8550931372412
"32" "B" 82.8438168613928 0 17.5181580194384
"33" "B" 106.633502502897 0 23.1376032965734
"34" "B" 103.118332229375 0 28.8935913529344
"35" "B" 70.7066687235697 0 16.7598056206616
"36" "B" 42.4353403212807 0 12.6041102682166
"37" "B" 171.017923649247 0 40.4258462572353
"38" "B" 17.2397696499921 0 5.05443227656982
"39" "B" 127.699955093498 0 33.3130559597975
"40" "B" 46.808541418118 0 11.480592974973
"41" "B" 21.9590784861159 0 8.65303826910811
"42" "B" 72.4162597955947 0 19.5107308781773
"43" "B" 111.003745132418 0 20.6641828488405
"44" "B" 115.857460080189 0 28.7095437702339
"45" "B" 117.237738024758 1 37.8959628033174
"46" "B" 70.121895910471 0 21.8705124235727
"47" "B" 139.578405698346 0 28.369079379463
"48" "B" 37.485975670994 0 11.3354608587994
"49" "B" 122.256237722193 0 30.4645846220789
"50" "B" 19.2631368474526 0 5.01631732280694
"51" "B" 87.3434318262377 0 23.1216503645431
"52" "B" 46.3505326234829 0 12.1229196099553
"53" "B" 110.776233192867 0 23.5784678545521
"54" "B" 47.6995801622835 1 13.4018565876988
"55" "B" 71.369784040857 0 6.9503571196278
"56" "B" 87.3089243661428 0 25.6370557605523
"57" "B" 42.3615581008196 0 11.9120275281659
"58" "B" 22.0718349194377 0 3.8685624420618
"59" "B" 52.5184543971996 0 6.48443676514832
"60" "B" 52.9399912901729 0 13.6068140519593
"61" "B" 71.2683785642362 0 21.3484118416067
"62" "B" 81.5596545374701 1 28.5963266162911
"63" "B" 79.7670229909183 0 19.4647062952092
"64" "B" 80.9670742270034 0 11.3226488833918
"65" "B" 75.7847088539146 0 34.6084229610832
"66" "B" 68.090229316781 0 15.1333130887745
"67" "B" 82.7043929951513 0 16.1682865663976
"68" "B" 126.395846331752 0 30.5163077999904
"69" "B" 112.804626061402 0 20.7848053406785
"70" "B" 51.1149084546045 0 12.2424793104329
