"version" "tiempo" "transaccion" "porcentaje"
"1" "A" 41.2973336285309 0 4.07014527922332
"2" "A" 50.4890851307896 0 11.6366571009574
"3" "A" 74.5682252765337 0 8.22616268418469
"4" "A" 41.835489690953 0 7.27259096975926
"5" "A" 53.7753872068742 0 14.2178271634564
"6" "A" 53.9522859883641 0 10.5778148580409
"7" "A" 54.4696516025307 0 12.2764483343674
"8" "A" 8.44227736989316 0 2.41103396396738
"9" "A" 84.379903316246 0 17.1405688273359
"10" "A" 44.2306686412768 0 7.28522165741181
"11" "A" 31.276206776899 0 5.18661912227056
"12" "A" 23.1863324684027 0 5.37787172154055
"13" "A" 46.0210793762724 0 9.02881472865587
"14" "A" 32.5449461514475 0 7.43310288870389
"15" "A" 17.483803465368 0 3.7921071244153
"16" "A" 64.8312340238953 0 16.1702515417229
"17" "A" 30.3774139966591 0 7.9285342562085
"18" "A" 46.166459263465 0 15.7719089214875
"19" "A" 35.4278534793953 0 10.240001000614
"20" "A" 27.6689297415721 0 3.58443009738233
"21" "A" 93.7520641037712 0 11.7060445546527
"22" "A" 73.765874126042 0 14.2355133899588
"23" "A" 23.3624267208088 0 5.93223787965364
"24" "A" 51.0303584716158 0 9.05679014451584
"25" "A" 89.1748439629767 0 8.88180812236682
"26" "A" 45.5763006545181 0 6.7688831190714
"27" "A" 50.3871356326962 0 10.2492680090144
"28" "A" 55.8279036580144 0 8.60007836294352
"29" "A" 25.1611776603129 0 4.79991837746466
"30" "A" 67.5455803057092 0 3.01961564019644
"31" "B" 78.2807509884074 0 14.9588308488149
"32" "B" 190.218075564395 1 51.2873738508103
"33" "B" 83.5401712384641 0 18.7416536476202
"34" "B" 47.8712146019108 0 16.4953519623421
"35" "B" 81.5585452074894 0 15.8706465020856
"36" "B" 22.6568256229507 0 10.3698917045577
"37" "B" 16.8802280707105 0 4.48558264936443
"38" "B" 15.0523928179153 1 2.56321320009277
"39" "B" 38.088155111452 0 8.63480591949682
"40" "B" 92.0049370530282 0 18.2119736238337
"41" "B" 92.3446027988412 0 24.5727086149496
"42" "B" 86.1357985675579 0 23.7517504147079
"43" "B" 46.893956748602 0 8.58002634593804
"44" "B" 68.4242841373621 0 12.4336415239442
"45" "B" 119.494886895417 0 27.4926288919862
"46" "B" 65.0283952080397 0 14.0921559881598
"47" "B" 105.825762753647 0 27.1122282693752
"48" "B" 71.9332816536075 0 14.7620232257876
"49" "B" 40.022625299168 0 10.0501334449184
"50" "B" 43.8888546158389 0 10.5951261935858
"51" "B" 86.2163226840631 0 26.5646866840551
"52" "B" 50.5739519509476 0 14.1279153012832
"53" "B" 67.1111876418402 0 27.0889793661675
"54" "B" 78.383738312448 0 17.9192179845183
"55" "B" 89.3397354200809 0 18.4256604447156
"56" "B" 104.21447613242 0 23.9671342510584
"57" "B" 27.2768728553411 0 7.1719585540041
"58" "B" 95.6050966570895 0 17.2894866159628
"59" "B" 87.1208569117848 0 29.479254698522
"60" "B" 127.746877858172 0 35.7687014022909
"61" "B" 54.1426884214315 0 10.9367869575151
"62" "B" 63.3823060452745 0 14.8335451032042
"63" "B" 108.142470751422 0 24.7093401245701
"64" "B" 81.9795650472607 0 25.2806273525431
"65" "B" 80.2472190475408 0 21.9090450671072
"66" "B" 50.5306882175024 0 13.3026065823662
"67" "B" 51.3643864286686 0 13.6321052049529
"68" "B" 26.5420094724012 0 6.95156168220065
"69" "B" 21.8084429748488 0 2.5902904875006
"70" "B" 162.362925213681 0 26.9843206032821
