"version" "tiempo" "transaccion" "porcentaje"
"1" "B" 61.0232912943152 0 11.887310560729
"2" "B" 71.8008112328586 0 7.00512450755177
"3" "B" 99.2795351778036 0 35.6937525454158
"4" "B" 61.6602320779626 0 11.7235398437336
"5" "B" 75.6079778141101 0 18.6447110557185
"6" "B" 75.8123098380187 0 9.30475412055955
"7" "B" 76.4095665907476 0 14.166197358435
"8" "B" 19.1980560722149 0 8.87228536332015
"9" "B" 110.256599523581 0 23.9534667740797
"10" "B" 64.4854761438852 0 17.5211784784562
"11" "B" 48.9916016387672 0 11.5205738917251
"12" "B" 38.9637948630596 0 9.56908320247856
"13" "B" 66.5876676466476 0 19.6158634611112
"14" "B" 50.5352621911314 0 11.5641764016724
"15" "B" 31.6355316007744 0 7.07055586845089
"16" "B" 88.2738270022676 0 24.4882034463251
"17" "B" 47.8938671049037 0 13.9578002035298
"18" "B" 66.7580171615874 0 14.1163208763307
"19" "B" 54.0190741316018 0 15.9651190070779
"20" "B" 44.5631346991763 0 8.56138791618738
"21" "B" 120.653740435504 0 39.0638287577815
"22" "B" 98.3771678453257 0 17.3630432672022
"23" "B" 39.1860945250418 1 10.3430942404589
"24" "B" 72.4293814234618 0 15.7996594550968
"25" "B" 115.585800464414 0 40.1091223507472
"26" "B" 66.0661776362775 0 19.4012385780005
"27" "B" 71.6823505226674 0 16.5826263774522
"28" "B" 77.9751832389059 0 11.0376307652541
"29" "B" 41.4453317604427 0 7.5914296704122
"30" "B" 91.3544364173057 0 27.6302984048
"31" "B" 78.2807509884074 0 12.1216091786419
"32" "B" 190.218075564395 0 48.5190446414432
"33" "B" 83.5401712384641 0 21.9365770938234
"34" "B" 47.8712146019108 0 16.1816387547433
"35" "B" 81.5585452074894 0 22.828442153989
"36" "B" 22.6568256229507 0 6.52399532178659
"37" "B" 16.8802280707105 0 4.78821138519622
"38" "B" 15.0523928179153 0 4.88072729123191
"39" "B" 38.088155111452 0 10.6801095030597
"40" "B" 92.0049370530282 0 9.78923373004024
"41" "B" 92.3446027988412 0 27.5841080108094
"42" "B" 86.1357985675579 0 26.5697112386151
"43" "B" 46.893956748602 0 8.68527701059203
"44" "B" 68.4242841373621 0 20.042969098987
"45" "B" 119.494886895417 0 33.2908525513684
"46" "B" 65.0283952080397 0 14.9620950695951
"47" "B" 105.825762753647 0 8.15242269835485
"48" "B" 71.9332816536075 0 28.9151575809048
"49" "B" 40.022625299168 0 9.54518390534387
"50" "B" 43.8888546158389 0 9.03834576894535
"51" "B" 86.2163226840631 0 34.1233936026696
"52" "B" 50.5739519509476 0 14.3931034076966
"53" "B" 67.1111876418402 0 13.6073246763476
"54" "B" 78.383738312448 0 15.4661148353919
"55" "B" 89.3397354200809 0 19.9530935427319
"56" "B" 104.21447613242 0 37.2527675568274
"57" "B" 27.2768728553411 0 5.31613819427533
"58" "B" 95.6050966570895 0 14.1219415775424
"59" "B" 87.1208569117848 0 20.8393125552374
"60" "B" 127.746877858172 0 37.0728838814907
"61" "B" 54.1426884214315 0 13.9471637945809
"62" "B" 63.3823060452745 0 15.8733686757704
"63" "B" 108.142470751422 0 38.1572269688536
"64" "B" 81.9795650472607 0 19.6193586097778
"65" "B" 80.2472190475408 0 18.2843310153723
"66" "B" 50.5306882175024 0 12.8577872154154
"67" "B" 51.3643864286686 0 12.3966152563615
"68" "B" 26.5420094724012 0 6.65152273691783
"69" "B" 21.8084429748488 0 1.17806261906881
"70" "B" 162.362925213681 0 31.7864057727209
"71" "B" 15.6277960772632 0 4.14992367927257
"72" "B" 27.0146294159735 0 8.73108786866951
"73" "B" 50.5441610509465 0 14.1640015857666
"74" "B" 48.5331159997402 0 18.5493756891818
"75" "B" 85.9416671421782 0 18.4195269001494
"76" "B" 139.117621670076 0 38.2551469413838
"77" "B" 69.5187597075523 0 18.4162382225373
"78" "B" 45.2489555559617 0 14.2886487824325
"79" "B" 52.084350970508 0 9.92788157195113
"80" "B" 64.746633028924 0 26.5986217251805
"81" "B" 177.664373578206 0 51.06626403449
"82" "B" 43.562641044538 0 11.6096583899813
"83" "B" 115.860829259572 0 22.2519681466504
"84" "B" 200.063990527724 0 50.5079321592263
"85" "B" 142.548351514588 0 40.5357733317728
"86" "B" 27.588723602828 0 4.83411308968814
"87" "B" 28.8406830464844 0 5.32680133076964
"88" "B" 109.559745093261 0 29.4026474367563
"89" "B" 52.7378072950049 0 9.99207323505339
"90" "B" 73.6879911657609 1 21.4450420935638
"91" "B" 56.4603698224711 0 15.3797971627711
"92" "B" 39.4340494509828 0 13.4332017134448
"93" "B" 66.5246528917943 0 18.6124001152837
"94" "B" 40.3730781798381 0 7.8862635810318
"95" "B" 82.8227683336368 0 19.3695197067939
"96" "B" 141.567548004152 0 26.4662494074932
"97" "B" 34.260685376065 0 8.44488187390916
"98" "B" 217.185020624406 0 51.3982935613256
"99" "B" 75.7065020590192 0 19.110839323776
"100" "B" 32.4870758927001 0 10.2148256477026
